Ath_Gene,Ath_Transcript,Ptr_Gene,Ptr_Transcript,Identity,Coverage,Evalue,Bitscore
AT3G50010,AT3G50010.1,Potri.016G057800,Potri.016G057800.2,32.78,60,2.17e-53,197
AT3G50030,AT3G50030.1,Potri.007G052300,Potri.007G052300.1,53.48,98,0,592
AT3G50040,AT3G50040.1,Potri.007G051100,Potri.007G051100.2,36.652,50,2.9e-28,115
AT3G50050,AT3G50050.1,Potri.005G144600,Potri.005G144600.1,59.704,94,0,735
AT3G50060,AT3G50060.1,Potri.007G048900,Potri.007G048900.5,52.05,97,8.85e-93,278
AT3G50070,AT3G50070.1,Potri.005G141900,Potri.005G141900.1,52.419,99,4.39e-124,362
AT3G50080,AT3G50080.1,Potri.007G048101,Potri.007G048101.1,56.571,99,0,551
AT3G50090,AT3G50090.1,Potri.007G048000,Potri.007G048000.1,46.687,95,4.49e-84,263
AT3G50100,AT3G50100.1,Potri.007G048000,Potri.007G048000.1,48.926,99,2.31e-127,377
AT3G50110,AT3G50110.1,Potri.007G047900,Potri.007G047900.1,65.993,81,0,719
AT3G50120,AT3G50120.1,Potri.007G047700,Potri.007G047700.1,67.528,100,0,733
AT3G50130,AT3G50130.1,Potri.007G047700,Potri.007G047700.1,65.351,80,0,610
AT3G50140,AT3G50140.1,Potri.007G047700,Potri.007G047700.1,62.281,84,0,577
AT3G50150,AT3G50150.1,Potri.007G047700,Potri.007G047700.1,59.56,87,0,566
AT3G50160,AT3G50160.1,Potri.007G047700,Potri.007G047700.1,54.222,83,4.43e-174,501
AT3G50170,AT3G50170.1,Potri.007G047700,Potri.007G047700.1,61.194,97,0,661
AT3G50180,AT3G50180.1,Potri.007G047700,Potri.007G047700.1,59.477,74,0,527
AT3G50190,AT3G50190.1,Potri.007G047700,Potri.007G047700.1,54.902,86,7.58e-169,487
AT3G50210,AT3G50210.1,Potri.007G047100,Potri.007G047100.6,72.289,99,1.54e-180,503
AT3G50220,AT3G50220.1,Potri.005G141300,Potri.005G141300.1,71.761,93,7.88e-168,469
AT3G50230,AT3G50230.1,Potri.007G046900,Potri.007G046900.3,55.573,94,0,684
AT3G50240,AT3G50240.1,Potri.007G046700,Potri.007G046700.3,67.602,96,0,1320
AT3G50260,AT3G50260.1,Potri.007G046500,Potri.007G046500.1,52.514,97,3.54e-49,157
AT3G50270,AT3G50270.1,Potri.003G057100,Potri.003G057100.1,40.268,98,1.09e-104,318
AT3G50280,AT3G50280.1,Potri.003G057100,Potri.003G057100.1,40.899,99,9.95e-109,328
AT3G50290,AT3G50290.1,Potri.014G025500,Potri.014G025500.1,41.016,93,1.01e-56,189
AT3G50300,AT3G50300.1,Potri.003G057100,Potri.003G057100.1,40.265,99,2.4e-98,302
AT3G50310,AT3G50310.1,Potri.007G044800,Potri.007G044800.1,50.138,100,6.95e-119,347
AT3G50330,AT3G50330.1,Potri.007G044600,Potri.007G044600.1,52.792,77,5.78e-55,176
AT3G50340,AT3G50340.1,Potri.007G044200,Potri.007G044200.1,78.025,99,0,624
AT3G50350,AT3G50350.1,Potri.005G138100,Potri.005G138100.1,50.781,65,6.67e-28,103
AT3G50360,AT3G50360.1,Potri.005G138000,Potri.005G138000.1,81.548,98,7.75e-96,275
AT3G50370,AT3G50370.1,Potri.007G043300,Potri.007G043300.1,44.181,98,0,1393
AT3G50380,AT3G50380.1,Potri.007G034900,Potri.007G034900.11,45.58,99,0,2553
AT3G50390,AT3G50390.1,Potri.005G131100,Potri.005G131100.2,64.941,90,0,555
AT3G50400,AT3G50400.1,Potri.007G036300,Potri.007G036300.1,66.22,99,4.06e-179,502
AT3G50410,AT3G50410.1,Potri.007G036400,Potri.007G036400.1,55.172,91,3.17e-75,229
AT3G50420,AT3G50420.1,Potri.005G131800,Potri.005G131800.1,56.968,92,0,783
AT3G50430,AT3G50430.1,Potri.005G133500,Potri.005G133500.3,40,98,2.47e-148,446
AT3G50440,AT3G50440.1,Potri.009G107200,Potri.009G107200.1,46.038,90,1.73e-81,248
AT3G50470,AT3G50470.1,Potri.007G038600,Potri.007G038600.1,32.857,65,3.18e-17,77
AT3G50500,AT3G50500.2,Potri.009G106900,Potri.009G106900.1,78.552,97,0,594
AT3G50510,AT3G50510.1,Potri.005G134900,Potri.005G134900.6,46.154,67,4.45e-36,128
AT3G50520,AT3G50520.1,Potri.007G040700,Potri.007G040700.1,67.556,97,6.36e-114,328
AT3G50530,AT3G50530.2,Potri.005G135900,Potri.005G135900.1,77.201,99,0,1004
AT3G50560,AT3G50560.1,Potri.005G136200,Potri.005G136200.8,71.739,99,7.97e-134,379
AT3G50590,AT3G50590.1,Potri.007G041000,Potri.007G041000.1,73.879,100,0,2466
AT3G50610,AT3G50610.1,Potri.005G136700,Potri.005G136700.1,33.913,87,1.31e-17,80.9
AT3G50620,AT3G50620.1,Potri.007G042100,Potri.007G042100.2,73.623,100,0,533
AT3G50630,AT3G50630.1,Potri.005G137500,Potri.005G137500.1,37.41,59,1.2e-13,67.8
AT3G50640,AT3G50640.1,Potri.007G042600,Potri.007G042600.1,41.611,83,8.17e-25,95.1
AT3G50650,AT3G50650.1,Potri.005G123800,Potri.005G123800.3,55.902,100,0,580
AT3G50660,AT3G50660.1,Potri.007G026500,Potri.007G026500.1,76.398,94,0,762
AT3G50670,AT3G50670.1,Potri.007G026900,Potri.007G026900.1,73.422,69,1.17e-152,442
AT3G50685,AT3G50685.1,Potri.007G027400,Potri.007G027400.1,74.83,92,7.25e-59,181
AT3G50690,AT3G50690.1,Potri.005G124700,Potri.005G124700.6,73.705,56,3.61e-108,328
AT3G50700,AT3G50700.1,Potri.005G125600,Potri.005G125600.1,56.929,99,0,521
AT3G50720,AT3G50720.1,Potri.017G065500,Potri.017G065500.10,48.214,73,1.03e-89,275
AT3G50730,AT3G50730.1,Potri.017G065500,Potri.017G065500.10,48.07,76,4.54e-85,262
AT3G50740,AT3G50740.1,Potri.007G030400,Potri.007G030400.1,56.967,100,0,584
AT3G50750,AT3G50750.1,Potri.005G126400,Potri.005G126400.5,60.377,97,3.63e-86,261
AT3G50760,AT3G50760.1,Potri.014G040300,Potri.014G040300.1,72.036,92,1.69e-177,496
AT3G50770,AT3G50770.1,Potri.005G128100,Potri.005G128100.1,52.941,99,2.22e-64,197
AT3G50780,AT3G50780.1,Potri.007G032800,Potri.007G032800.1,67.035,99,0,729
AT3G50790,AT3G50790.1,Potri.003G146500,Potri.003G146500.1,71.143,86,0,536
AT3G50800,AT3G50800.1,Potri.005G130200,Potri.005G130200.1,54.487,100,1.44e-48,154
AT3G50810,AT3G50810.1,Potri.004G149332,Potri.004G149332.1,55.263,98,2.26e-53,166
AT3G50820,AT3G50820.1,Potri.005G130400,Potri.005G130400.1,80.422,100,0,564
AT3G50830,AT3G50830.1,Potri.007G033801,Potri.007G033801.2,73.529,100,1.46e-111,317
AT3G50840,AT3G50840.1,Potri.007G033900,Potri.007G033900.1,55.745,99,0,654
AT3G50845,AT3G50845.1,Potri.005G123100,Potri.005G123100.1,79.355,100,1.01e-89,258
AT3G50850,AT3G50850.1,Potri.007G025600,Potri.007G025600.1,61.304,91,1.16e-88,264
AT3G50860,AT3G50860.1,Potri.007G025400,Potri.007G025400.1,83.234,100,1.19e-104,297
AT3G50870,AT3G50870.1,Potri.007G024500,Potri.007G024500.1,48.239,94,1.31e-65,206
AT3G50880,AT3G50880.1,Potri.007G024200,Potri.007G024200.1,61.983,86,3.31e-101,297
AT3G50890,AT3G50890.1,Potri.005G122500,Potri.005G122500.1,44.7,74,2.31e-55,181
AT3G50900,AT3G50900.1,Potri.007G022300,Potri.007G022300.1,45.69,89,2.15e-23,87.4
AT3G50910,AT3G50910.1,Potri.007G022100,Potri.007G022100.3,47.639,97,2.51e-119,357
AT3G50920,AT3G50920.1,Potri.007G021600,Potri.007G021600.1,47.81,96,1.1e-79,243
AT3G50930,AT3G50930.1,Potri.007G020900,Potri.007G020900.1,65.41,78,0,602
AT3G50940,AT3G50940.1,Potri.007G020900,Potri.007G020900.1,61.333,97,0,563
AT3G50950,AT3G50950.2,Potri.005G119800,Potri.005G119800.1,60.211,99,0,1052
AT3G50960,AT3G50960.1,Potri.007G020400,Potri.007G020400.1,77.922,100,3.1e-130,367
AT3G50970,AT3G50970.1,Potri.002G013200,Potri.002G013200.1,30.055,93,1.33e-12,66.2
AT3G50990,AT3G50990.1,Potri.007G019300,Potri.007G019300.1,66.139,92,1.97e-155,439
AT3G51000,AT3G51000.1,Potri.007G018900,Potri.007G018900.1,67.192,98,1.6e-161,454
AT3G51010,AT3G51010.1,Potri.007G018300,Potri.007G018300.3,56.738,70,5.72e-42,138
AT3G51020,AT3G51020.1,Potri.002G011500,Potri.002G011500.1,43.22,88,2.52e-24,91.7
AT3G51030,AT3G51030.1,Potri.007G018000,Potri.007G018000.1,77.064,95,4.74e-63,188
AT3G51040,AT3G51040.1,Potri.007G017900,Potri.007G017900.3,65.566,91,9.52e-98,285
AT3G51050,AT3G51050.1,Potri.007G017600,Potri.007G017600.8,78.112,99,0,1169
AT3G51060,AT3G51060.1,Potri.007G017500,Potri.007G017500.1,55.467,100,1.35e-96,291
AT3G51070,AT3G51070.1,Potri.005G118100,Potri.005G118100.1,58.55,97,0,1073
AT3G51080,AT3G51080.1,Potri.005G117600,Potri.005G117600.1,47.305,97,4.55e-73,229
AT3G51090,AT3G51090.1,Potri.009G123700,Potri.009G123700.1,70.909,73,2.01e-102,299
AT3G51100,AT3G51100.1,Potri.005G117400,Potri.005G117400.2,57.466,99,2.19e-78,234
AT3G51110,AT3G51110.1,Potri.001G094400,Potri.001G094400.1,76.845,96,0,627
AT3G51120,AT3G51120.1,Potri.005G117300,Potri.005G117300.1,46.137,76,0,744
AT3G51130,AT3G51130.1,Potri.005G117200,Potri.005G117200.1,84.171,97,0,711
AT3G51140,AT3G51140.1,Potri.007G015600,Potri.007G015600.5,59.93,100,1.15e-114,332
AT3G51150,AT3G51150.2,Potri.007G014800,Potri.007G014800.6,50.093,99,0,909
AT3G51160,AT3G51160.1,Potri.007G013900,Potri.007G013900.1,86.133,100,0,670
AT3G51190,AT3G51190.1,Potri.005G115700,Potri.005G115700.1,85.714,99,9.37e-167,462
AT3G51200,AT3G51200.1,Potri.007G012800,Potri.007G012800.1,46.789,96,2.86e-26,94.4
AT3G51220,AT3G51220.1,Potri.005G114400,Potri.005G114400.1,35.266,98,6.65e-25,97.1
AT3G51230,AT3G51230.1,Potri.005G114100,Potri.005G114100.1,50.233,96,6.67e-50,166
AT3G51240,AT3G51240.1,Potri.005G113900,Potri.005G113900.2,79.945,100,0,620
AT3G51250,AT3G51250.1,Potri.005G111600,Potri.005G111600.1,62,95,0,545
AT3G51260,AT3G51260.1,Potri.009G133800,Potri.009G133800.1,88.048,100,1.11e-152,425
AT3G51270,AT3G51270.1,Potri.017G001100,Potri.017G001100.1,68.987,100,0,648
AT3G51280,AT3G51280.1,Potri.007G056500,Potri.007G056500.1,67.292,98,0,603
AT3G51290,AT3G51290.1,Potri.005G112302,Potri.005G112302.1,65.177,99,0,743
AT3G51300,AT3G51300.1,Potri.005G110700,Potri.005G110700.1,97.475,100,3.46e-144,399
AT3G51310,AT3G51310.1,Potri.005G110600,Potri.005G110600.6,73.275,99,0,1195
AT3G51320,AT3G51320.1,Potri.005G109800,Potri.005G109800.1,51.497,92,0,528
AT3G51325,AT3G51325.1,Potri.005G109600,Potri.005G109600.1,42.105,75,2.68e-14,64.3
AT3G51330,AT3G51330.1,Potri.005G108700,Potri.005G108700.2,48.381,91,1.43e-152,447
AT3G51340,AT3G51340.1,Potri.005G108700,Potri.005G108700.2,44.219,89,3.82e-126,379
AT3G51350,AT3G51350.1,Potri.005G108700,Potri.005G108700.2,44.421,89,5.56e-133,397
AT3G51360,AT3G51360.1,Potri.007G063800,Potri.007G063800.1,45.19,89,7.78e-133,395
AT3G51370,AT3G51370.1,Potri.005G108500,Potri.005G108500.1,80.157,99,0,654
AT3G51380,AT3G51380.1,Potri.005G106300,Potri.005G106300.1,53.6,95,6.99e-31,107
AT3G51390,AT3G51390.1,Potri.005G104700,Potri.005G104700.1,64.526,94,1.3e-148,422
AT3G51400,AT3G51400.1,Potri.005G103800,Potri.005G103800.1,33.559,97,1.43e-35,130
AT3G51410,AT3G51410.1,Potri.005G103400,Potri.005G103400.1,32.877,86,3.9e-36,131
AT3G51420,AT3G51420.1,Potri.005G099400,Potri.005G099400.3,54.247,98,6.06e-135,397
AT3G51430,AT3G51430.1,Potri.005G099400,Potri.005G099400.3,53.533,97,6.64e-135,397
AT3G51440,AT3G51440.1,Potri.005G099400,Potri.005G099400.3,53.699,96,2.72e-134,395
AT3G51450,AT3G51450.1,Potri.005G099400,Potri.005G099400.3,52.732,97,3.72e-133,393
AT3G51460,AT3G51460.1,Potri.005G100500,Potri.005G100500.1,75.585,100,0,976
AT3G51470,AT3G51470.1,Potri.005G102500,Potri.005G102500.3,68.421,99,0,541
AT3G51480,AT3G51480.1,Potri.005G102700,Potri.005G102700.5,62.951,99,0,1197
AT3G51490,AT3G51490.2,Potri.009G168500,Potri.009G168500.6,66.621,96,0,922
AT3G51500,AT3G51500.1,Potri.011G146400,Potri.011G146400.1,46.847,91,3.04e-21,83.2
AT3G51510,AT3G51510.1,Potri.001G455900,Potri.001G455900.1,55.978,99,3.62e-57,178
AT3G51520,AT3G51520.1,Potri.011G145900,Potri.011G145900.1,64.669,99,3.07e-145,412
AT3G51540,AT3G51540.1,Potri.016G139500,Potri.016G139500.1,31.694,97,2.08e-30,124
AT3G51550,AT3G51550.1,Potri.016G138700,Potri.016G138700.1,74.858,97,0,1330
AT3G51560,AT3G51560.1,Potri.019G070700,Potri.019G070700.5,33.435,96,6.69e-175,552
AT3G51570,AT3G51570.1,Potri.019G070700,Potri.019G070700.5,31.887,87,2.42e-134,443
AT3G51580,AT3G51580.2,Potri.016G136900,Potri.016G136900.1,42.797,56,1.19e-54,185
AT3G51590,AT3G51590.1,Potri.004G086500,Potri.004G086500.1,50.45,92,2.59e-31,108
AT3G51600,AT3G51600.1,Potri.004G086500,Potri.004G086500.1,51.304,97,1.37e-32,111
AT3G51610,AT3G51610.1,Potri.016G134700,Potri.016G134700.2,76.847,88,8.24e-116,330
AT3G51620,AT3G51620.2,Potri.013G154900,Potri.013G154900.3,67.435,71,4.83e-160,486
AT3G51630,AT3G51630.1,Potri.016G134601,Potri.016G134601.1,57.913,93,0,637
AT3G51640,AT3G51640.1,Potri.006G107500,Potri.006G107500.3,57.127,98,0,876
AT3G51650,AT3G51650.1,Potri.006G107500,Potri.006G107500.3,57.127,98,0,879
AT3G51660,AT3G51660.1,Potri.016G127300,Potri.016G127300.1,66.372,100,7.68e-49,152
AT3G51670,AT3G51670.1,Potri.016G127700,Potri.016G127700.1,74.704,99,0,651
AT3G51680,AT3G51680.1,Potri.006G105900,Potri.006G105900.1,69.524,100,1.18e-151,427
AT3G51690,AT3G51690.1,Potri.008G167001,Potri.008G167001.1,39.179,79,1.96e-61,198
AT3G51700,AT3G51700.1,Potri.001G185950,Potri.001G185950.1,40.426,80,6.55e-58,202
AT3G51710,AT3G51710.1,Potri.016G132500,Potri.016G132500.1,53.178,96,3.28e-173,495
AT3G51720,AT3G51720.1,Potri.016G133300,Potri.016G133300.1,39.695,92,1.26e-56,196
AT3G51730,AT3G51730.1,Potri.006G107300,Potri.006G107300.2,50.543,86,7.65e-66,203
AT3G51740,AT3G51740.1,Potri.016G126300,Potri.016G126300.1,69.851,95,0,1084
AT3G51760,AT3G51760.1,Potri.016G123700,Potri.016G123700.1,32.857,96,8.63e-28,108
AT3G51770,AT3G51770.2,Potri.016G123800,Potri.016G123800.5,73.517,99,0,1470
AT3G51780,AT3G51780.1,Potri.001G279500,Potri.001G279500.1,45.627,97,2.45e-74,228
AT3G51790,AT3G51790.1,Potri.003G205200,Potri.003G205200.1,73.43,80,3.08e-111,321
AT3G51800,AT3G51800.2,Potri.006G102200,Potri.006G102200.1,78.818,100,0,608
AT3G51810,AT3G51810.1,Potri.010G187100,Potri.010G187100.1,70.667,82,5.25e-29,102
AT3G51820,AT3G51820.1,Potri.006G102100,Potri.006G102100.1,79.639,100,0,593
AT3G51830,AT3G51830.1,Potri.016G118300,Potri.016G118300.1,69.426,99,0,878
AT3G51840,AT3G51840.1,Potri.016G118000,Potri.016G118000.1,80,100,0,751
AT3G51850,AT3G51850.1,Potri.016G117200,Potri.016G117200.1,88.469,100,0,983
AT3G51860,AT3G51860.1,Potri.016G115500,Potri.016G115500.1,73.333,97,0,639
AT3G51870,AT3G51870.1,Potri.006G099800,Potri.006G099800.1,73.711,99,0,546
AT3G51880,AT3G51880.2,Potri.010G189900,Potri.010G189900.5,59.873,77,1.82e-53,169
AT3G51890,AT3G51890.1,Potri.016G114700,Potri.016G114700.2,58.373,72,4.44e-65,204
AT3G51895,AT3G51895.1,Potri.005G213500,Potri.005G213500.1,76.97,100,0,1040
AT3G51910,AT3G51910.1,Potri.002G048200,Potri.002G048200.6,52.083,97,1.43e-105,311
AT3G51920,AT3G51920.1,Potri.005G215700,Potri.005G215700.1,51.678,98,6.79e-52,162
AT3G51930,AT3G51930.1,Potri.003G202700,Potri.003G202700.1,75.623,86,0,551
AT3G51940,AT3G51940.1,Potri.001G021100,Potri.001G021100.1,30.568,94,6.34e-44,159
AT3G51950,AT3G51950.1,Potri.003G204300,Potri.003G204300.12,47.427,100,2.09e-164,484
AT3G51960,AT3G51960.2,Potri.004G175200,Potri.004G175200.3,52.593,56,5.35e-43,146
AT3G51970,AT3G51970.1,Potri.009G055100,Potri.009G055100.1,50.98,99,5.44e-122,356
AT3G51980,AT3G51980.1,Potri.001G072200,Potri.001G072200.1,59.239,93,3.37e-152,436
AT3G51990,AT3G51990.1,Potri.001G260800,Potri.001G260800.1,61.983,99,3.89e-152,435
AT3G52000,AT3G52000.1,Potri.009G055900,Potri.009G055900.1,50.783,91,2.22e-151,441
AT3G52010,AT3G52010.1,Potri.001G261100,Potri.001G261100.1,49.539,88,9.1e-143,419
AT3G52020,AT3G52020.1,Potri.001G261100,Potri.001G261100.1,48.509,97,8.88e-164,473
AT3G52030,AT3G52030.1,Potri.009G056500,Potri.009G056500.2,55.531,99,4.45e-171,488
AT3G52040,AT3G52040.1,Potri.009G056800,Potri.009G056800.1,66.667,99,2.71e-37,120
AT3G52050,AT3G52050.3,Potri.013G125700,Potri.013G125700.1,65.937,90,0,532
AT3G52060,AT3G52060.1,Potri.008G018600,Potri.008G018600.1,60.479,94,5.43e-144,411
AT3G52070,AT3G52070.1,Potri.009G059100,Potri.009G059100.1,35.897,93,4.14e-15,66.6
AT3G52080,AT3G52080.1,Potri.009G059400,Potri.009G059400.1,54.477,99,0,844
AT3G52090,AT3G52090.2,Potri.009G070900,Potri.009G070900.5,70.748,100,7.12e-69,204
AT3G52100,AT3G52100.1,Potri.001G264800,Potri.001G264800.1,59.658,100,4.4e-158,478
AT3G52105,AT3G52105.1,Potri.009G061800,Potri.009G061800.1,63.636,93,1.49e-25,89.7
AT3G52110,AT3G52110.1,Potri.009G061900,Potri.009G061900.1,46.97,99,7.15e-90,275
AT3G52115,AT3G52115.1,Potri.001G269700,Potri.001G269700.3,39.59,98,3.02e-123,377
AT3G52120,AT3G52120.1,Potri.001G269900,Potri.001G269900.10,64.176,100,0,525
AT3G52130,AT3G52130.1,Potri.001G271000,Potri.001G271000.2,73.077,62,2.18e-38,125
AT3G52140,AT3G52140.4,Potri.009G065300,Potri.009G065300.5,68.266,99,0,1952
AT3G52150,AT3G52150.1,Potri.009G065900,Potri.009G065900.1,74.874,78,2.78e-103,301
AT3G52155,AT3G52155.1,Potri.006G000600,Potri.006G000600.1,65.072,95,1.63e-92,272
AT3G52160,AT3G52160.1,Potri.006G080400,Potri.006G080400.1,59.118,98,0,587
AT3G52170,AT3G52170.1,Potri.008G029500,Potri.008G029500.1,63.415,84,6.96e-40,150
AT3G52180,AT3G52180.1,Potri.008G029300,Potri.008G029300.1,64.66,99,6.93e-174,490
AT3G52190,AT3G52190.1,Potri.010G232400,Potri.010G232400.1,66.577,93,0,526
AT3G52200,AT3G52200.2,Potri.008G027400,Potri.008G027400.1,70.304,78,0,782
AT3G52210,AT3G52210.3,Potri.010G233100,Potri.010G233100.1,68.835,100,0,517
AT3G52220,AT3G52220.1,Potri.008G019100,Potri.008G019100.1,63.223,100,2.64e-91,268
AT3G52230,AT3G52230.1,Potri.010G233400,Potri.010G233400.1,42.727,75,3.06e-23,89.4
AT3G52240,AT3G52240.1,Potri.008G025000,Potri.008G025000.1,32.367,82,1.49e-63,224
AT3G52250,AT3G52250.1,Potri.010G220000,Potri.010G220000.2,38.255,82,0,676
AT3G52260,AT3G52260.3,Potri.008G042000,Potri.008G042000.1,57.213,98,2.42e-158,452
AT3G52270,AT3G52270.1,Potri.010G219800,Potri.010G219800.1,59.524,91,1.31e-101,298
AT3G52280,AT3G52280.2,Potri.008G043000,Potri.008G043000.1,57.637,87,2.71e-121,357
AT3G52290,AT3G52290.1,Potri.006G131100,Potri.006G131100.4,45.773,99,2.39e-120,359
AT3G52300,AT3G52300.1,Potri.008G043800,Potri.008G043800.1,81.657,100,3.44e-102,291
AT3G52310,AT3G52310.1,Potri.016G065900,Potri.016G065900.15,72.49,91,0,1044
AT3G52340,AT3G52340.1,Potri.006G199800,Potri.006G199800.10,59.953,100,0,522
AT3G52350,AT3G52350.1,Potri.008G003100,Potri.008G003100.1,53.237,65,3.47e-35,120
AT3G52360,AT3G52360.1,Potri.006G200000,Potri.006G200000.1,58.75,91,5.91e-28,97.4
AT3G52370,AT3G52370.1,Potri.006G200300,Potri.006G200300.1,77.354,97,0,626
AT3G52380,AT3G52380.1,Potri.006G202000,Potri.006G202000.1,60.536,78,3.5e-97,291
AT3G52390,AT3G52390.2,Potri.016G068400,Potri.016G068400.6,82.099,100,0,561
AT3G52400,AT3G52400.1,Potri.006G202200,Potri.006G202200.1,66.667,90,3.11e-136,390
AT3G52420,AT3G52420.1,Potri.005G208100,Potri.005G208100.1,72.5,62,2.73e-15,63.9
AT3G52430,AT3G52430.1,Potri.005G068700,Potri.005G068700.2,48.368,94,2.21e-104,327
AT3G52440,AT3G52440.1,Potri.006G202500,Potri.006G202500.1,40.206,92,6.42e-54,176
AT3G52450,AT3G52450.1,Potri.006G202600,Potri.006G202600.1,61.29,99,0,550
AT3G52460,AT3G52460.1,Potri.006G204000,Potri.006G204000.1,38.667,99,4.84e-55,181
AT3G52470,AT3G52470.1,Potri.006G204200,Potri.006G204200.1,61.353,99,1.27e-92,270
AT3G52480,AT3G52480.1,Potri.006G204400,Potri.006G204400.1,36.199,96,5.74e-23,92.8
AT3G52490,AT3G52490.1,Potri.006G204500,Potri.006G204500.1,58.295,99,0,898
AT3G52500,AT3G52500.1,Potri.006G204700,Potri.006G204700.1,57.859,93,0,522
AT3G52525,AT3G52525.1,Potri.016G072800,Potri.016G072800.3,42.932,88,5.52e-39,131
AT3G52530,AT3G52530.1,Potri.002G004900,Potri.002G004900.1,45.058,95,1.32e-68,219
AT3G52540,AT3G52540.1,Potri.016G072900,Potri.016G072900.1,42.584,69,1.43e-34,126
AT3G52560,AT3G52560.4,Potri.016G073100,Potri.016G073100.1,83.636,100,5.56e-100,284
AT3G52570,AT3G52570.1,Potri.016G076550,Potri.016G076550.2,63.374,72,5.86e-113,328
AT3G52580,AT3G52580.1,Potri.001G218700,Potri.001G218700.4,92.806,92,2.59e-94,270
AT3G52590,AT3G52590.1,Potri.016G077200,Potri.016G077200.2,98.45,100,2.21e-91,260
AT3G52600,AT3G52600.1,Potri.016G077400,Potri.016G077400.2,67.372,96,0,784
AT3G52610,AT3G52610.1,Potri.006G210900,Potri.006G210900.1,57.294,99,0,523
AT3G52620,AT3G52620.1,Potri.006G211600,Potri.006G211600.2,52.222,98,3.71e-24,89
AT3G52630,AT3G52630.1,Potri.006G211900,Potri.006G211900.1,64.815,100,9.23e-51,156
AT3G52640,AT3G52640.2,Potri.004G082900,Potri.004G082900.2,61.347,97,0,868
AT3G52660,AT3G52660.1,Potri.016G079200,Potri.016G079200.5,65.054,78,1.16e-175,502
AT3G52680,AT3G52680.1,Potri.011G024200,Potri.011G024200.23,32.549,55,6.36e-25,106
AT3G52710,AT3G52710.1,Potri.006G212800,Potri.006G212800.1,44.805,98,1.95e-58,189
AT3G52720,AT3G52720.1,Potri.016G079600,Potri.016G079600.1,48.092,90,1.65e-91,273
AT3G52730,AT3G52730.1,Potri.004G188700,Potri.004G188700.1,81.69,97,3.34e-38,122
AT3G52740,AT3G52740.1,Potri.009G163900,Potri.009G163900.4,64.384,52,1.34e-28,101
AT3G52750,AT3G52750.1,Potri.006G083100,Potri.006G083100.6,75.207,99,0,647
AT3G52760,AT3G52760.1,Potri.004G190800,Potri.004G190800.1,71.648,100,4.37e-129,366
AT3G52770,AT3G52770.1,Potri.006G083201,Potri.006G083201.1,75.862,85,3.09e-22,84.7
AT3G52780,AT3G52780.1,Potri.011G138200,Potri.011G138200.1,57.143,98,8.47e-169,481
AT3G52790,AT3G52790.1,Potri.010G231000,Potri.010G231000.1,57.692,95,1.23e-30,105
AT3G52800,AT3G52800.1,Potri.009G144100,Potri.009G144100.3,54.07,100,3.62e-52,164
AT3G52810,AT3G52810.1,Potri.003G030700,Potri.003G030700.1,64.608,96,0,562
AT3G52820,AT3G52820.1,Potri.003G030700,Potri.003G030700.1,69.905,96,0,627
AT3G52840,AT3G52840.1,Potri.006G144500,Potri.006G144500.1,74.011,97,0,1140
AT3G52850,AT3G52850.1,Potri.006G108800,Potri.006G108800.2,78.352,99,0,1048
AT3G52860,AT3G52860.1,Potri.014G127900,Potri.014G127900.1,74.79,76,3.88e-58,178
AT3G52870,AT3G52870.1,Potri.006G114700,Potri.006G114700.1,66.346,89,0,562
AT3G52880,AT3G52880.2,Potri.006G114800,Potri.006G114800.2,74.946,100,0,717
AT3G52890,AT3G52890.1,Potri.006G114900,Potri.006G114900.2,50.145,100,0,827
AT3G52900,AT3G52900.1,Potri.010G235600,Potri.010G235600.1,64.662,81,5.38e-55,171
AT3G52905,AT3G52905.1,Potri.001G104800,Potri.001G104800.10,62.573,100,8.23e-74,219
AT3G52910,AT3G52910.1,Potri.006G115200,Potri.006G115200.2,49.257,97,3.87e-105,316
AT3G52920,AT3G52920.1,Potri.006G115400,Potri.006G115400.1,81.208,82,1.84e-73,219
AT3G52930,AT3G52930.1,Potri.018G090100,Potri.018G090100.1,87.187,100,0,639
AT3G52940,AT3G52940.1,Potri.006G116200,Potri.006G116200.4,74.728,99,0,573
AT3G52950,AT3G52950.1,Potri.007G098400,Potri.007G098400.2,71.223,96,0,789
AT3G52960,AT3G52960.1,Potri.013G102100,Potri.013G102100.1,65.254,100,2.63e-98,286
AT3G52970,AT3G52970.2,Potri.005G029800,Potri.005G029800.1,65.217,98,0,654
AT3G52980,AT3G52980.1,Potri.014G165500,Potri.014G165500.10,54.458,95,3e-135,399
AT3G52990,AT3G52990.1,Potri.006G117400,Potri.006G117400.1,89.394,100,0,989
AT3G53000,AT3G53000.1,Potri.006G117600,Potri.006G117600.1,75.839,99,2.41e-169,471
AT3G53010,AT3G53010.1,Potri.014G022600,Potri.014G022600.1,55.72,90,2.05e-102,302
AT3G53020,AT3G53020.1,Potri.012G139400,Potri.012G139400.2,84.667,91,1.47e-87,253
AT3G53030,AT3G53030.1,Potri.006G117800,Potri.006G117800.1,72.19,97,0,784
AT3G53040,AT3G53040.1,Potri.015G060600,Potri.015G060600.1,39.009,93,1.99e-66,219
AT3G53050,AT3G53050.1,Potri.001G025800,Potri.001G025800.1,36.082,67,1.73e-11,61.2
AT3G53060,AT3G53060.1,Potri.005G243100,Potri.005G243100.2,63.636,93,3.38e-32,110
