Ligand_Ath,Receptor_Ath,Ligand_Ptr,Receptor_Ptr
AT1G17250,AT3G25490,Potri.003G074000,Potri.002G075901
AT2G30860,AT3G25490,Potri.017G138800,Potri.002G075901
AT5G03240,AT3G25490,Potri.011G134200,Potri.002G075901
AT5G56010,AT3G25490,Potri.001G466000,Potri.002G075901
AT3G23010,AT3G25490,Potri.001G389100,Potri.002G075901
AT4G05050,AT3G25490,Potri.004G021500,Potri.002G075901
AT1G80080,AT3G25490,Potri.001G202100,Potri.002G075901
AT1G68090,AT3G25490,Potri.008G139500,Potri.002G075901
AT1G02930,AT3G25490,Potri.002G207479,Potri.002G075901
AT2G30870,AT3G25490,Potri.017G138800,Potri.002G075901
AT2G47730,AT3G25490,Potri.002G207479,Potri.002G075901
AT4G02520,AT3G25490,Potri.002G207479,Potri.002G075901
AT3G28890,AT3G25490,Potri.012G027600,Potri.002G075901
AT4G05320,AT3G25490,Potri.011G134200,Potri.002G075901
AT2G02930,AT3G25490,Potri.002G207479,Potri.002G075901
AT5G17220,AT3G25490,Potri.017G138800,Potri.002G075901
AT1G13230,AT3G25490,Potri.008G114700,Potri.002G075901
AT2G42800,AT3G25490,Potri.008G211800,Potri.002G075901
AT1G02920,AT3G25490,Potri.002G207479,Potri.002G075901
AT2G36170,AT3G25490,Potri.016G077200,Potri.002G075901
AT3G03190,AT3G25490,Potri.017G138800,Potri.002G075901
AT1G70490,AT3G25490,Potri.013G005500,Potri.002G075901
AT1G74200,AT3G25490,Potri.011G104600,Potri.002G075901
AT1G49860,AT3G25490,Potri.002G207093,Potri.002G075901
AT1G02950,AT3G25490,Potri.002G207479,Potri.002G075901
AT1G02940,AT3G25490,Potri.002G207479,Potri.002G075901
AT5G06870,AT3G25490,Potri.006G058600,Potri.002G075901
AT3G62250,AT3G25490,Potri.001G025300,Potri.002G075901
AT4G24190,AT3G25490,Potri.005G241100,Potri.002G075901
AT1G17240,AT3G25490,Potri.003G074000,Potri.002G075901
AT5G37640,AT3G25490,Potri.017G036800,Potri.002G075901
AT3G12610,AT3G25490,Potri.009G064300,Potri.002G075901
AT5G52640,AT3G25490,Potri.017G146600,Potri.002G075901
AT3G12145,AT3G25490,Potri.006G058600,Potri.002G075901
AT5G06860,AT3G25490,Potri.006G058600,Potri.002G075901
AT2G26300,AT3G25490,Potri.018G048600,Potri.002G075901
AT5G56000,AT3G25490,Potri.001G466000,Potri.002G075901
AT3G62760,AT3G25490,Potri.002G207672,Potri.002G075901
AT5G56030,AT3G25490,Potri.001G466000,Potri.002G075901
AT1G23490,AT3G25490,Potri.013G005500,Potri.002G075901
AT4G02890,AT3G25490,Potri.017G036800,Potri.002G075901
AT2G47110,AT3G25490,Potri.001G025300,Potri.002G075901
AT1G23410,AT3G25490,Potri.001G025300,Potri.002G075901
AT3G52590,AT3G25490,Potri.016G077200,Potri.002G075901
AT1G24140,AT3G14350,Potri.012G104600,Potri.001G161600
AT1G70170,AT3G14350,Potri.012G104600,Potri.001G161600
AT1G59970,AT3G14350,Potri.015G103900,Potri.001G161600
AT3G01420,AT3G22400,Potri.008G106400,Potri.010G089500
AT1G73680,AT3G22400,Potri.012G049500,Potri.010G089500
AT1G24140,AT3G17840,Potri.012G104600,Potri.015G035500
AT1G59970,AT3G17840,Potri.015G103900,Potri.015G035500
AT1G70170,AT3G17840,Potri.012G104600,Potri.015G035500
AT1G70170,AT5G58300,Potri.012G104600,Potri.019G131500
AT1G59970,AT5G58300,Potri.015G103900,Potri.019G131500
AT1G24140,AT5G58300,Potri.012G104600,Potri.019G131500
AT1G59970,AT5G58150,Potri.015G103900,Potri.018G107400
AT1G24140,AT5G58150,Potri.012G104600,Potri.018G107400
AT1G70170,AT5G58150,Potri.012G104600,Potri.018G107400
AT2G43790,AT3G46290,Potri.007G139800,Potri.001G234200
AT3G59790,AT3G46290,Potri.007G139800,Potri.001G234200
AT1G59970,AT3G46290,Potri.015G103900,Potri.001G234200
AT5G24010,AT3G46290,Potri.004G079700,Potri.001G234200
AT2G47110,AT3G46290,Potri.001G025300,Potri.001G234200
AT1G70170,AT3G46290,Potri.012G104600,Potri.001G234200
AT4G01370,AT3G46290,Potri.002G162500,Potri.001G234200
AT4G02890,AT3G46290,Potri.017G036800,Potri.001G234200
AT5G54380,AT3G46290,Potri.001G405500,Potri.001G234200
AT5G37640,AT3G46290,Potri.017G036800,Potri.001G234200
AT3G51550,AT3G46290,Potri.016G138700,Potri.001G234200
AT5G56000,AT3G46290,Potri.001G466000,Potri.001G234200
AT1G59580,AT3G46290,Potri.002G032100,Potri.001G234200
AT2G18170,AT3G46290,Potri.005G119500,Potri.001G234200
AT3G45640,AT3G46290,Potri.009G066100,Potri.001G234200
AT2G23200,AT3G46290,Potri.005G143200,Potri.001G234200
AT5G61350,AT3G46290,Potri.015G061700,Potri.001G234200
AT4G05320,AT3G46290,Potri.011G134200,Potri.001G234200
AT5G03240,AT3G46290,Potri.011G134200,Potri.001G234200
AT5G52640,AT3G46290,Potri.017G146600,Potri.001G234200
AT3G04690,AT3G46290,Potri.013G042500,Potri.001G234200
AT3G62250,AT3G46290,Potri.001G025300,Potri.001G234200
AT1G24140,AT3G46290,Potri.012G104600,Potri.001G234200
AT2G46070,AT3G46290,Potri.014G088500,Potri.001G234200
AT5G28680,AT3G46290,Potri.005G055200,Potri.001G234200
AT4G05050,AT3G46290,Potri.004G021500,Potri.001G234200
AT5G56030,AT3G46290,Potri.001G466000,Potri.001G234200
AT2G21480,AT3G46290,Potri.009G120400,Potri.001G234200
AT3G52590,AT3G46290,Potri.016G077200,Potri.001G234200
AT5G39000,AT3G46290,Potri.017G095900,Potri.001G234200
AT4G36450,AT3G46290,Potri.005G119500,Potri.001G234200
AT2G39360,AT3G46290,Potri.010G213200,Potri.001G234200
AT5G56010,AT3G46290,Potri.001G466000,Potri.001G234200
AT4G39110,AT3G46290,Potri.009G120400,Potri.001G234200
AT2G36170,AT3G46290,Potri.016G077200,Potri.001G234200
AT1G23410,AT3G46290,Potri.001G025300,Potri.001G234200
AT5G39020,AT3G46290,Potri.017G096800,Potri.001G234200
AT1G10210,AT3G46290,Potri.002G032100,Potri.001G234200
AT5G39030,AT3G46290,Potri.017G096800,Potri.001G234200
AT1G07880,AT3G46290,Potri.003G131812,Potri.001G234200
AT4G11330,AT3G46290,Potri.003G131812,Potri.001G234200
AT1G01560,AT3G46290,Potri.002G162500,Potri.001G234200
AT1G30570,AT3G46290,Potri.001G467000,Potri.001G234200
AT5G38990,AT3G46290,Potri.017G096000,Potri.001G234200
AT5G56030,AT5G02070,Potri.001G466000,Potri.006G090200
AT3G23010,AT5G02070,Potri.001G389100,Potri.006G090200
AT3G12610,AT5G02070,Potri.009G064300,Potri.006G090200
AT1G13230,AT5G02070,Potri.008G114700,Potri.006G090200
AT1G49860,AT5G02070,Potri.002G207093,Potri.006G090200
AT2G42800,AT5G02070,Potri.008G211800,Potri.006G090200
AT5G17220,AT5G02070,Potri.017G138800,Potri.006G090200
AT3G62250,AT5G02070,Potri.001G025300,Potri.006G090200
AT2G47110,AT5G02070,Potri.001G025300,Potri.006G090200
AT5G37640,AT5G02070,Potri.017G036800,Potri.006G090200
AT4G02520,AT5G02070,Potri.002G207479,Potri.006G090200
AT4G05050,AT5G02070,Potri.004G021500,Potri.006G090200
AT1G80080,AT5G02070,Potri.001G202100,Potri.006G090200
AT1G02930,AT5G02070,Potri.002G207479,Potri.006G090200
AT1G17250,AT5G02070,Potri.003G074000,Potri.006G090200
AT5G06860,AT5G02070,Potri.006G058600,Potri.006G090200
AT3G52590,AT5G02070,Potri.016G077200,Potri.006G090200
AT1G70490,AT5G02070,Potri.013G005500,Potri.006G090200
AT2G36170,AT5G02070,Potri.016G077200,Potri.006G090200
AT1G02950,AT5G02070,Potri.002G207479,Potri.006G090200
AT2G30860,AT5G02070,Potri.017G138800,Potri.006G090200
AT5G03240,AT5G02070,Potri.011G134200,Potri.006G090200
AT4G05320,AT5G02070,Potri.011G134200,Potri.006G090200
AT2G47730,AT5G02070,Potri.002G207479,Potri.006G090200
AT3G28890,AT5G02070,Potri.012G027600,Potri.006G090200
AT5G56000,AT5G02070,Potri.001G466000,Potri.006G090200
AT1G02920,AT5G02070,Potri.002G207479,Potri.006G090200
AT1G68090,AT5G02070,Potri.008G139500,Potri.006G090200
AT3G12145,AT5G02070,Potri.006G058600,Potri.006G090200
AT5G06870,AT5G02070,Potri.006G058600,Potri.006G090200
AT1G74200,AT5G02070,Potri.011G104600,Potri.006G090200
AT4G24190,AT5G02070,Potri.005G241100,Potri.006G090200
AT3G62760,AT5G02070,Potri.002G207672,Potri.006G090200
AT1G23410,AT5G02070,Potri.001G025300,Potri.006G090200
AT1G02940,AT5G02070,Potri.002G207479,Potri.006G090200
AT2G26300,AT5G02070,Potri.018G048600,Potri.006G090200
AT5G52640,AT5G02070,Potri.017G146600,Potri.006G090200
AT1G23490,AT5G02070,Potri.013G005500,Potri.006G090200
AT4G02890,AT5G02070,Potri.017G036800,Potri.006G090200
AT2G30870,AT5G02070,Potri.017G138800,Potri.006G090200
AT1G17240,AT5G02070,Potri.003G074000,Potri.006G090200
AT5G56010,AT5G02070,Potri.001G466000,Potri.006G090200
AT3G03190,AT5G02070,Potri.017G138800,Potri.006G090200
AT2G02930,AT5G02070,Potri.002G207479,Potri.006G090200
AT5G56030,AT4G31100,Potri.001G466000,Potri.003G185688
AT3G52590,AT4G31100,Potri.016G077200,Potri.003G185688
AT4G02520,AT4G31100,Potri.002G207479,Potri.003G185688
AT1G80080,AT4G31100,Potri.001G202100,Potri.003G185688
AT3G03190,AT4G31100,Potri.017G138800,Potri.003G185688
AT2G30870,AT4G31100,Potri.017G138800,Potri.003G185688
AT1G02920,AT4G31100,Potri.002G207479,Potri.003G185688
AT1G02940,AT4G31100,Potri.002G207479,Potri.003G185688
AT4G02890,AT4G31100,Potri.017G036800,Potri.003G185688
AT3G23010,AT4G31100,Potri.001G389100,Potri.003G185688
AT2G36170,AT4G31100,Potri.016G077200,Potri.003G185688
AT5G03240,AT4G31100,Potri.011G134200,Potri.003G185688
AT3G12610,AT4G31100,Potri.009G064300,Potri.003G185688
AT1G13230,AT4G31100,Potri.008G114700,Potri.003G185688
AT1G23410,AT4G31100,Potri.001G025300,Potri.003G185688
AT5G56000,AT4G31100,Potri.001G466000,Potri.003G185688
AT5G06860,AT4G31100,Potri.006G058600,Potri.003G185688
AT2G47110,AT4G31100,Potri.001G025300,Potri.003G185688
AT4G24190,AT4G31100,Potri.005G241100,Potri.003G185688
AT1G23490,AT4G31100,Potri.013G005500,Potri.003G185688
AT5G17220,AT4G31100,Potri.017G138800,Potri.003G185688
AT3G62250,AT4G31100,Potri.001G025300,Potri.003G185688
AT1G17250,AT4G31100,Potri.003G074000,Potri.003G185688
AT1G70490,AT4G31100,Potri.013G005500,Potri.003G185688
AT2G30860,AT4G31100,Potri.017G138800,Potri.003G185688
AT5G37640,AT4G31100,Potri.017G036800,Potri.003G185688
AT1G02930,AT4G31100,Potri.002G207479,Potri.003G185688
AT2G02930,AT4G31100,Potri.002G207479,Potri.003G185688
AT1G02950,AT4G31100,Potri.002G207479,Potri.003G185688
AT3G62760,AT4G31100,Potri.002G207672,Potri.003G185688
AT2G26300,AT4G31100,Potri.018G048600,Potri.003G185688
AT3G28890,AT4G31100,Potri.012G027600,Potri.003G185688
AT1G68090,AT4G31100,Potri.008G139500,Potri.003G185688
AT3G12145,AT4G31100,Potri.006G058600,Potri.003G185688
AT2G47730,AT4G31100,Potri.002G207479,Potri.003G185688
AT4G05320,AT4G31100,Potri.011G134200,Potri.003G185688
AT1G17240,AT4G31100,Potri.003G074000,Potri.003G185688
AT1G49860,AT4G31100,Potri.002G207093,Potri.003G185688
AT2G42800,AT4G31100,Potri.008G211800,Potri.003G185688
AT4G05050,AT4G31100,Potri.004G021500,Potri.003G185688
AT5G06870,AT4G31100,Potri.006G058600,Potri.003G185688
AT1G74200,AT4G31100,Potri.011G104600,Potri.003G185688
AT5G52640,AT4G31100,Potri.017G146600,Potri.003G185688
AT5G56010,AT4G31100,Potri.001G466000,Potri.003G185688
AT1G59970,AT3G42880,Potri.015G103900,Potri.006G139700
AT1G70170,AT3G42880,Potri.012G104600,Potri.006G139700
AT1G24140,AT3G42880,Potri.012G104600,Potri.006G139700
AT5G52640,AT3G53840,Potri.017G146600,Potri.006G090200
AT2G42800,AT3G53840,Potri.008G211800,Potri.006G090200
AT4G02890,AT3G53840,Potri.017G036800,Potri.006G090200
AT1G17250,AT3G53840,Potri.003G074000,Potri.006G090200
AT3G62250,AT3G53840,Potri.001G025300,Potri.006G090200
AT3G62760,AT3G53840,Potri.002G207672,Potri.006G090200
AT3G52590,AT3G53840,Potri.016G077200,Potri.006G090200
AT1G02950,AT3G53840,Potri.002G207479,Potri.006G090200
AT4G02520,AT3G53840,Potri.002G207479,Potri.006G090200
AT5G56000,AT3G53840,Potri.001G466000,Potri.006G090200
AT2G26300,AT3G53840,Potri.018G048600,Potri.006G090200
AT2G30870,AT3G53840,Potri.017G138800,Potri.006G090200
AT5G37640,AT3G53840,Potri.017G036800,Potri.006G090200
AT2G47730,AT3G53840,Potri.002G207479,Potri.006G090200
AT5G03240,AT3G53840,Potri.011G134200,Potri.006G090200
AT1G68090,AT3G53840,Potri.008G139500,Potri.006G090200
AT4G05050,AT3G53840,Potri.004G021500,Potri.006G090200
AT1G02940,AT3G53840,Potri.002G207479,Potri.006G090200
AT2G30860,AT3G53840,Potri.017G138800,Potri.006G090200
AT5G06860,AT3G53840,Potri.006G058600,Potri.006G090200
AT3G03190,AT3G53840,Potri.017G138800,Potri.006G090200
AT5G56010,AT3G53840,Potri.001G466000,Potri.006G090200
AT5G06870,AT3G53840,Potri.006G058600,Potri.006G090200
AT5G56030,AT3G53840,Potri.001G466000,Potri.006G090200
AT5G17220,AT3G53840,Potri.017G138800,Potri.006G090200
AT4G24190,AT3G53840,Potri.005G241100,Potri.006G090200
AT1G49860,AT3G53840,Potri.002G207093,Potri.006G090200
AT1G02920,AT3G53840,Potri.002G207479,Potri.006G090200
AT3G23010,AT3G53840,Potri.001G389100,Potri.006G090200
AT2G02930,AT3G53840,Potri.002G207479,Potri.006G090200
AT1G23410,AT3G53840,Potri.001G025300,Potri.006G090200
AT2G47110,AT3G53840,Potri.001G025300,Potri.006G090200
AT3G28890,AT3G53840,Potri.012G027600,Potri.006G090200
AT1G74200,AT3G53840,Potri.011G104600,Potri.006G090200
AT1G13230,AT3G53840,Potri.008G114700,Potri.006G090200
AT1G80080,AT3G53840,Potri.001G202100,Potri.006G090200
AT1G70490,AT3G53840,Potri.013G005500,Potri.006G090200
AT2G36170,AT3G53840,Potri.016G077200,Potri.006G090200
AT1G17240,AT3G53840,Potri.003G074000,Potri.006G090200
AT3G12610,AT3G53840,Potri.009G064300,Potri.006G090200
AT1G23490,AT3G53840,Potri.013G005500,Potri.006G090200
AT1G02930,AT3G53840,Potri.002G207479,Potri.006G090200
AT4G05320,AT3G53840,Potri.011G134200,Potri.006G090200
AT3G12145,AT3G53840,Potri.006G058600,Potri.006G090200
AT1G70170,AT3G02880,Potri.012G104600,Potri.004G086100
AT1G59970,AT3G02880,Potri.015G103900,Potri.004G086100
AT1G24140,AT3G02880,Potri.012G104600,Potri.004G086100
AT1G59970,AT1G68400,Potri.015G103900,Potri.010G121700
AT1G24140,AT1G68400,Potri.012G104600,Potri.010G121700
AT1G70170,AT1G68400,Potri.012G104600,Potri.010G121700
AT1G70170,AT1G14390,Potri.012G104600,Potri.001G147700
AT1G24140,AT1G14390,Potri.012G104600,Potri.001G147700
AT1G59970,AT1G14390,Potri.015G103900,Potri.001G147700
AT1G70490,AT3G05630,Potri.013G005500,Potri.013G012300
AT1G23490,AT3G05630,Potri.013G005500,Potri.013G012300
AT5G56030,AT1G16160,Potri.001G466000,Potri.003G185688
AT1G02950,AT1G16160,Potri.002G207479,Potri.003G185688
AT4G02890,AT1G16160,Potri.017G036800,Potri.003G185688
AT2G26300,AT1G16160,Potri.018G048600,Potri.003G185688
AT1G13230,AT1G16160,Potri.008G114700,Potri.003G185688
AT2G30860,AT1G16160,Potri.017G138800,Potri.003G185688
AT5G06870,AT1G16160,Potri.006G058600,Potri.003G185688
AT1G02940,AT1G16160,Potri.002G207479,Potri.003G185688
AT2G47110,AT1G16160,Potri.001G025300,Potri.003G185688
AT2G36170,AT1G16160,Potri.016G077200,Potri.003G185688
AT1G17250,AT1G16160,Potri.003G074000,Potri.003G185688
AT3G62250,AT1G16160,Potri.001G025300,Potri.003G185688
AT2G42800,AT1G16160,Potri.008G211800,Potri.003G185688
AT1G49860,AT1G16160,Potri.002G207093,Potri.003G185688
AT1G02930,AT1G16160,Potri.002G207479,Potri.003G185688
AT1G02920,AT1G16160,Potri.002G207479,Potri.003G185688
AT3G28890,AT1G16160,Potri.012G027600,Potri.003G185688
AT1G80080,AT1G16160,Potri.001G202100,Potri.003G185688
AT3G12610,AT1G16160,Potri.009G064300,Potri.003G185688
AT2G30870,AT1G16160,Potri.017G138800,Potri.003G185688
AT2G02930,AT1G16160,Potri.002G207479,Potri.003G185688
AT4G24190,AT1G16160,Potri.005G241100,Potri.003G185688
AT5G52640,AT1G16160,Potri.017G146600,Potri.003G185688
AT5G37640,AT1G16160,Potri.017G036800,Potri.003G185688
AT4G02520,AT1G16160,Potri.002G207479,Potri.003G185688
AT1G23410,AT1G16160,Potri.001G025300,Potri.003G185688
AT1G17240,AT1G16160,Potri.003G074000,Potri.003G185688
AT1G70490,AT1G16160,Potri.013G005500,Potri.003G185688
AT2G47730,AT1G16160,Potri.002G207479,Potri.003G185688
AT3G03190,AT1G16160,Potri.017G138800,Potri.003G185688
AT5G56010,AT1G16160,Potri.001G466000,Potri.003G185688
AT1G68090,AT1G16160,Potri.008G139500,Potri.003G185688
AT3G62760,AT1G16160,Potri.002G207672,Potri.003G185688
AT4G05320,AT1G16160,Potri.011G134200,Potri.003G185688
AT5G03240,AT1G16160,Potri.011G134200,Potri.003G185688
AT3G23010,AT1G16160,Potri.001G389100,Potri.003G185688
AT1G74200,AT1G16160,Potri.011G104600,Potri.003G185688
AT3G12145,AT1G16160,Potri.006G058600,Potri.003G185688
AT4G05050,AT1G16160,Potri.004G021500,Potri.003G185688
AT1G23490,AT1G16160,Potri.013G005500,Potri.003G185688
AT5G17220,AT1G16160,Potri.017G138800,Potri.003G185688
AT3G52590,AT1G16160,Potri.016G077200,Potri.003G185688
AT5G06860,AT1G16160,Potri.006G058600,Potri.003G185688
AT5G56000,AT1G16160,Potri.001G466000,Potri.003G185688
AT3G62760,AT1G16150,Potri.002G207672,Potri.001G039200
AT2G02930,AT1G16150,Potri.002G207479,Potri.001G039200
AT5G17220,AT1G16150,Potri.017G138800,Potri.001G039200
AT1G68090,AT1G16150,Potri.008G139500,Potri.001G039200
AT1G74200,AT1G16150,Potri.011G104600,Potri.001G039200
AT1G02930,AT1G16150,Potri.002G207479,Potri.001G039200
AT3G28890,AT1G16150,Potri.012G027600,Potri.001G039200
AT1G13230,AT1G16150,Potri.008G114700,Potri.001G039200
AT5G56030,AT1G16150,Potri.001G466000,Potri.001G039200
AT1G80080,AT1G16150,Potri.001G202100,Potri.001G039200
AT2G47110,AT1G16150,Potri.001G025300,Potri.001G039200
AT5G56000,AT1G16150,Potri.001G466000,Potri.001G039200
AT1G23410,AT1G16150,Potri.001G025300,Potri.001G039200
AT5G06860,AT1G16150,Potri.006G058600,Potri.001G039200
AT5G56010,AT1G16150,Potri.001G466000,Potri.001G039200
AT5G03240,AT1G16150,Potri.011G134200,Potri.001G039200
AT1G17250,AT1G16150,Potri.003G074000,Potri.001G039200
AT1G02920,AT1G16150,Potri.002G207479,Potri.001G039200
AT1G17240,AT1G16150,Potri.003G074000,Potri.001G039200
AT2G26300,AT1G16150,Potri.018G048600,Potri.001G039200
AT5G52640,AT1G16150,Potri.017G146600,Potri.001G039200
AT5G06870,AT1G16150,Potri.006G058600,Potri.001G039200
AT3G12145,AT1G16150,Potri.006G058600,Potri.001G039200
AT4G05050,AT1G16150,Potri.004G021500,Potri.001G039200
AT3G23010,AT1G16150,Potri.001G389100,Potri.001G039200
AT1G02950,AT1G16150,Potri.002G207479,Potri.001G039200
AT3G62250,AT1G16150,Potri.001G025300,Potri.001G039200
AT1G23490,AT1G16150,Potri.013G005500,Potri.001G039200
AT3G52590,AT1G16150,Potri.016G077200,Potri.001G039200
AT1G49860,AT1G16150,Potri.002G207093,Potri.001G039200
AT4G02520,AT1G16150,Potri.002G207479,Potri.001G039200
AT4G24190,AT1G16150,Potri.005G241100,Potri.001G039200
AT2G30870,AT1G16150,Potri.017G138800,Potri.001G039200
AT5G37640,AT1G16150,Potri.017G036800,Potri.001G039200
AT4G02890,AT1G16150,Potri.017G036800,Potri.001G039200
AT1G70490,AT1G16150,Potri.013G005500,Potri.001G039200
AT2G47730,AT1G16150,Potri.002G207479,Potri.001G039200
AT3G03190,AT1G16150,Potri.017G138800,Potri.001G039200
AT2G30860,AT1G16150,Potri.017G138800,Potri.001G039200
AT2G42800,AT1G16150,Potri.008G211800,Potri.001G039200
AT1G02940,AT1G16150,Potri.002G207479,Potri.001G039200
AT4G05320,AT1G16150,Potri.011G134200,Potri.001G039200
AT2G36170,AT1G16150,Potri.016G077200,Potri.001G039200
AT3G12610,AT1G16150,Potri.009G064300,Potri.001G039200
AT3G12145,AT1G16120,Potri.006G058600,Potri.003G185688
AT1G02940,AT1G16120,Potri.002G207479,Potri.003G185688
AT1G80080,AT1G16120,Potri.001G202100,Potri.003G185688
AT1G13230,AT1G16120,Potri.008G114700,Potri.003G185688
AT2G36170,AT1G16120,Potri.016G077200,Potri.003G185688
AT2G26300,AT1G16120,Potri.018G048600,Potri.003G185688
AT5G17220,AT1G16120,Potri.017G138800,Potri.003G185688
AT3G12610,AT1G16120,Potri.009G064300,Potri.003G185688
AT5G56010,AT1G16120,Potri.001G466000,Potri.003G185688
AT2G47110,AT1G16120,Potri.001G025300,Potri.003G185688
AT2G30860,AT1G16120,Potri.017G138800,Potri.003G185688
AT1G02920,AT1G16120,Potri.002G207479,Potri.003G185688
AT1G49860,AT1G16120,Potri.002G207093,Potri.003G185688
AT1G23410,AT1G16120,Potri.001G025300,Potri.003G185688
AT5G37640,AT1G16120,Potri.017G036800,Potri.003G185688
AT4G05320,AT1G16120,Potri.011G134200,Potri.003G185688
AT3G52590,AT1G16120,Potri.016G077200,Potri.003G185688
AT4G02890,AT1G16120,Potri.017G036800,Potri.003G185688
AT3G28890,AT1G16120,Potri.012G027600,Potri.003G185688
AT3G23010,AT1G16120,Potri.001G389100,Potri.003G185688
AT2G42800,AT1G16120,Potri.008G211800,Potri.003G185688
AT1G70490,AT1G16120,Potri.013G005500,Potri.003G185688
AT4G24190,AT1G16120,Potri.005G241100,Potri.003G185688
AT5G06870,AT1G16120,Potri.006G058600,Potri.003G185688
AT2G47730,AT1G16120,Potri.002G207479,Potri.003G185688
AT4G02520,AT1G16120,Potri.002G207479,Potri.003G185688
AT5G06860,AT1G16120,Potri.006G058600,Potri.003G185688
AT1G02950,AT1G16120,Potri.002G207479,Potri.003G185688
AT2G30870,AT1G16120,Potri.017G138800,Potri.003G185688
AT1G68090,AT1G16120,Potri.008G139500,Potri.003G185688
AT1G17250,AT1G16120,Potri.003G074000,Potri.003G185688
AT1G23490,AT1G16120,Potri.013G005500,Potri.003G185688
AT1G02930,AT1G16120,Potri.002G207479,Potri.003G185688
AT3G62250,AT1G16120,Potri.001G025300,Potri.003G185688
AT2G02930,AT1G16120,Potri.002G207479,Potri.003G185688
AT5G03240,AT1G16120,Potri.011G134200,Potri.003G185688
AT3G03190,AT1G16120,Potri.017G138800,Potri.003G185688
AT5G56000,AT1G16120,Potri.001G466000,Potri.003G185688
AT3G62760,AT1G16120,Potri.002G207672,Potri.003G185688
AT5G56030,AT1G16120,Potri.001G466000,Potri.003G185688
AT5G52640,AT1G16120,Potri.017G146600,Potri.003G185688
AT1G17240,AT1G16120,Potri.003G074000,Potri.003G185688
AT4G05050,AT1G16120,Potri.004G021500,Potri.003G185688
AT1G74200,AT1G16120,Potri.011G104600,Potri.003G185688
AT2G42800,AT1G16260,Potri.008G211800,Potri.001G039200
AT3G03190,AT1G16260,Potri.017G138800,Potri.001G039200
AT3G12610,AT1G16260,Potri.009G064300,Potri.001G039200
AT1G23490,AT1G16260,Potri.013G005500,Potri.001G039200
AT4G05050,AT1G16260,Potri.004G021500,Potri.001G039200
AT1G02920,AT1G16260,Potri.002G207479,Potri.001G039200
AT1G68090,AT1G16260,Potri.008G139500,Potri.001G039200
AT5G06870,AT1G16260,Potri.006G058600,Potri.001G039200
AT2G02930,AT1G16260,Potri.002G207479,Potri.001G039200
AT3G52590,AT1G16260,Potri.016G077200,Potri.001G039200
AT3G12145,AT1G16260,Potri.006G058600,Potri.001G039200
AT5G17220,AT1G16260,Potri.017G138800,Potri.001G039200
AT5G56030,AT1G16260,Potri.001G466000,Potri.001G039200
AT4G02520,AT1G16260,Potri.002G207479,Potri.001G039200
AT4G24190,AT1G16260,Potri.005G241100,Potri.001G039200
AT1G02940,AT1G16260,Potri.002G207479,Potri.001G039200
AT3G62760,AT1G16260,Potri.002G207672,Potri.001G039200
AT4G05320,AT1G16260,Potri.011G134200,Potri.001G039200
AT1G13230,AT1G16260,Potri.008G114700,Potri.001G039200
AT2G26300,AT1G16260,Potri.018G048600,Potri.001G039200
AT1G80080,AT1G16260,Potri.001G202100,Potri.001G039200
AT2G47110,AT1G16260,Potri.001G025300,Potri.001G039200
AT3G28890,AT1G16260,Potri.012G027600,Potri.001G039200
AT1G49860,AT1G16260,Potri.002G207093,Potri.001G039200
AT5G52640,AT1G16260,Potri.017G146600,Potri.001G039200
AT1G02930,AT1G16260,Potri.002G207479,Potri.001G039200
AT3G62250,AT1G16260,Potri.001G025300,Potri.001G039200
AT1G02950,AT1G16260,Potri.002G207479,Potri.001G039200
AT5G06860,AT1G16260,Potri.006G058600,Potri.001G039200
AT1G23410,AT1G16260,Potri.001G025300,Potri.001G039200
AT2G30860,AT1G16260,Potri.017G138800,Potri.001G039200
AT4G02890,AT1G16260,Potri.017G036800,Potri.001G039200
AT1G74200,AT1G16260,Potri.011G104600,Potri.001G039200
AT2G47730,AT1G16260,Potri.002G207479,Potri.001G039200
AT5G37640,AT1G16260,Potri.017G036800,Potri.001G039200
AT5G03240,AT1G16260,Potri.011G134200,Potri.001G039200
AT5G56000,AT1G16260,Potri.001G466000,Potri.001G039200
AT1G17250,AT1G16260,Potri.003G074000,Potri.001G039200
AT5G56010,AT1G16260,Potri.001G466000,Potri.001G039200
AT1G17240,AT1G16260,Potri.003G074000,Potri.001G039200
AT3G23010,AT1G16260,Potri.001G389100,Potri.001G039200
AT2G36170,AT1G16260,Potri.016G077200,Potri.001G039200
AT1G70490,AT1G16260,Potri.013G005500,Potri.001G039200
AT2G30870,AT1G16260,Potri.017G138800,Potri.001G039200
AT1G23410,AT1G30570,Potri.001G025300,Potri.001G467000
AT3G45640,AT1G30570,Potri.009G066100,Potri.001G467000
AT2G23200,AT1G30570,Potri.005G143200,Potri.001G467000
AT4G05050,AT1G30570,Potri.004G021500,Potri.001G467000
AT5G54380,AT1G30570,Potri.001G405500,Potri.001G467000
AT4G01370,AT1G30570,Potri.002G162500,Potri.001G467000
AT5G52640,AT1G30570,Potri.017G146600,Potri.001G467000
AT3G51550,AT1G30570,Potri.016G138700,Potri.001G467000
AT5G03240,AT1G30570,Potri.011G134200,Potri.001G467000
AT5G56030,AT1G30570,Potri.001G466000,Potri.001G467000
AT5G56010,AT1G30570,Potri.001G466000,Potri.001G467000
AT4G05320,AT1G30570,Potri.011G134200,Potri.001G467000
